,Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,TimeDim,Dim1Type,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
91,18017495,GDO_q35,COUNTRY,OMN,YEAR,2015,,,,,,,,,4.7,4.65574,0.04656,,,2018-02-27T14:38:17.37+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
92,18017496,GDO_q35,COUNTRY,PAK,YEAR,2015,,,,,,,,,4.2,4.19295,0.04193,,,2018-02-27T14:38:17.393+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
93,18017497,GDO_q35,COUNTRY,QAT,YEAR,2015,,,,,,,,,5.1,5.06574,0.05066,,,2018-02-27T14:38:17.42+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
94,18017498,GDO_q35,COUNTRY,SAU,YEAR,2015,,,,,,,,,4.5,4.51654,0.04517,,,2018-02-27T14:38:17.447+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
95,18017499,GDO_q35,COUNTRY,SOM,YEAR,2015,,,,,,,,,4.0,3.96365,0.03964,,,2018-02-27T14:38:17.48+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
96,18017500,GDO_q35,COUNTRY,SDN,YEAR,2015,,,,,,,,,3.6,3.55097,0.03551,,,2018-02-27T14:38:17.51+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
97,18017501,GDO_q35,COUNTRY,SYR,YEAR,2015,,,,,,,,,3.9,3.94594,0.03946,,,2018-02-27T14:38:17.54+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
98,18017502,GDO_q35,COUNTRY,TUN,YEAR,2015,,,,,,,,,4.9,4.85391,0.04854,,,2018-02-27T14:38:17.563+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
99,18017503,GDO_q35,COUNTRY,ARE,YEAR,2015,,,,,,,,,5.1,5.11804,0.05118,,,2018-02-27T14:38:17.593+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
100,18017504,GDO_q35,COUNTRY,YEM,YEAR,2015,,,,,,,,,3.6,3.5746,0.03575,,,2018-02-27T14:38:17.62+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
101,18017505,GDO_q35,COUNTRY,ALB,YEAR,2015,,,,,,,,,4.8,4.77728,0.04777,,,2018-02-27T14:38:17.643+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
102,18017506,GDO_q35,COUNTRY,ARM,YEAR,2015,,,,,,,,,5.0,4.98918,0.04989,,,2018-02-27T14:38:17.67+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
103,18017507,GDO_q35,COUNTRY,AUT,YEAR,2015,,,,,,,,,5.1,5.07762,0.05078,,,2018-02-27T14:38:17.7+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
104,18017508,GDO_q35,COUNTRY,AZE,YEAR,2015,,,,,,,,,4.6,4.63536,0.04635,,,2018-02-27T14:38:17.727+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
105,18017509,GDO_q35,COUNTRY,BLR,YEAR,2015,,,,,,,,,5.6,5.57264,0.05573,,,2018-02-27T14:38:17.75+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
106,18017510,GDO_q35,COUNTRY,BEL,YEAR,2015,,,,,,,,,4.8,4.81365,0.04814,,,2018-02-27T14:38:17.777+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
107,18017511,GDO_q35,COUNTRY,BIH,YEAR,2015,,,,,,,,,5.1,5.06955,0.0507,,,2018-02-27T14:38:17.803+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
108,18017512,GDO_q35,COUNTRY,BGR,YEAR,2015,,,,,,,,,5.2,5.1567,0.05157,,,2018-02-27T14:38:17.833+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
109,18017513,GDO_q35,COUNTRY,HRV,YEAR,2015,,,,,,,,,5.1,5.07759,0.05078,,,2018-02-27T14:38:17.87+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
110,18017514,GDO_q35,COUNTRY,CYP,YEAR,2015,,,,,,,,,5.1,5.06006,0.0506,,,2018-02-27T14:38:17.903+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
111,18017515,GDO_q35,COUNTRY,CZE,YEAR,2015,,,,,,,,,5.2,5.16328,0.05163,,,2018-02-27T14:38:17.93+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
112,18017516,GDO_q35,COUNTRY,DNK,YEAR,2015,,,,,,,,,5.0,4.97833,0.04978,,,2018-02-27T14:38:17.96+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
113,18017517,GDO_q35,COUNTRY,EST,YEAR,2015,,,,,,,,,5.9,5.90777,0.05908,,,2018-02-27T14:38:17.98+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
114,18017518,GDO_q35,COUNTRY,FIN,YEAR,2015,,,,,,,,,5.6,5.61099,0.05611,,,2018-02-27T14:38:18.007+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
115,18017519,GDO_q35,COUNTRY,FRA,YEAR,2015,,,,,,,,,4.8,4.84031,0.0484,,,2018-02-27T14:38:18.033+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
116,18017520,GDO_q35,COUNTRY,GEO,YEAR,2015,,,,,,,,,5.0,4.96391,0.04964,,,2018-02-27T14:38:18.057+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
117,18017521,GDO_q35,COUNTRY,DEU,YEAR,2015,,,,,,,,,5.2,5.19315,0.05193,,,2018-02-27T14:38:18.08+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
118,18017522,GDO_q35,COUNTRY,GRC,YEAR,2015,,,,,,,,,5.7,5.74446,0.05744,,,2018-02-27T14:38:18.103+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
119,18017523,GDO_q35,COUNTRY,HUN,YEAR,2015,,,,,,,,,5.1,5.09956,0.051,,,2018-02-27T14:38:18.123+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
120,18017524,GDO_q35,COUNTRY,ISL,YEAR,2015,,,,,,,,,4.1,4.09296,0.04093,,,2018-02-27T14:38:18.147+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
121,18017525,GDO_q35,COUNTRY,IRL,YEAR,2015,,,,,,,,,4.8,4.76496,0.04765,,,2018-02-27T14:38:18.173+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
122,18017526,GDO_q35,COUNTRY,ISR,YEAR,2015,,,,,,,,,4.6,4.61045,0.0461,,,2018-02-27T14:38:18.2+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
123,18017527,GDO_q35,COUNTRY,ITA,YEAR,2015,,,,,,,,,5.1,5.14039,0.0514,,,2018-02-27T14:38:18.223+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
124,18017528,GDO_q35,COUNTRY,KAZ,YEAR,2015,,,,,,,,,4.4,4.35178,0.04352,,,2018-02-27T14:38:18.25+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
125,18017529,GDO_q35,COUNTRY,KGZ,YEAR,2015,,,,,,,,,4.1,4.0983,0.04098,,,2018-02-27T14:38:18.27+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
126,18017530,GDO_q35,COUNTRY,LVA,YEAR,2015,,,,,,,,,4.9,4.86044,0.0486,,,2018-02-27T14:38:18.293+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
127,18017531,GDO_q35,COUNTRY,LTU,YEAR,2015,,,,,,,,,5.6,5.61956,0.0562,,,2018-02-27T14:38:18.317+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
128,18017532,GDO_q35,COUNTRY,LUX,YEAR,2015,,,,,,,,,5.0,5.03728,0.05037,,,2018-02-27T14:38:18.34+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
129,18017533,GDO_q35,COUNTRY,MLT,YEAR,2015,,,,,,,,,5.1,5.07386,0.05074,,,2018-02-27T14:38:18.363+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
130,18017534,GDO_q35,COUNTRY,MNE,YEAR,2015,,,,,,,,,4.8,4.83733,0.04837,,,2018-02-27T14:38:18.383+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
131,18017535,GDO_q35,COUNTRY,NLD,YEAR,2015,,,,,,,,,4.7,4.69105,0.04691,,,2018-02-27T14:38:18.403+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
132,18017536,GDO_q35,COUNTRY,NOR,YEAR,2015,,,,,,,,,4.7,4.74508,0.04745,,,2018-02-27T14:38:18.427+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
133,18017537,GDO_q35,COUNTRY,POL,YEAR,2015,,,,,,,,,5.1,5.06864,0.05069,,,2018-02-27T14:38:18.453+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
134,18017538,GDO_q35,COUNTRY,PRT,YEAR,2015,,,,,,,,,5.7,5.66945,0.05669,,,2018-02-27T14:38:18.48+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
135,18017539,GDO_q35,COUNTRY,MDA,YEAR,2015,,,,,,,,,5.4,5.36771,0.05368,,,2018-02-27T14:38:18.507+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
136,18017540,GDO_q35,COUNTRY,ROU,YEAR,2015,,,,,,,,,5.0,4.98819,0.04988,,,2018-02-27T14:38:18.53+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
137,18017541,GDO_q35,COUNTRY,RUS,YEAR,2015,,,,,,,,,5.5,5.50914,0.05509,,,2018-02-27T14:38:18.55+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
138,18017542,GDO_q35,COUNTRY,SRB,YEAR,2015,,,,,,,,,5.0,4.97538,0.04975,,,2018-02-27T14:38:18.577+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
139,18017543,GDO_q35,COUNTRY,SVK,YEAR,2015,,,,,,,,,5.1,5.08732,0.05087,,,2018-02-27T14:38:18.597+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
140,18017544,GDO_q35,COUNTRY,SVN,YEAR,2015,,,,,,,,,5.1,5.09482,0.05095,,,2018-02-27T14:38:18.62+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
141,18017545,GDO_q35,COUNTRY,ESP,YEAR,2015,,,,,,,,,5.2,5.21308,0.05213,,,2018-02-27T14:38:18.647+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
142,18017546,GDO_q35,COUNTRY,SWE,YEAR,2015,,,,,,,,,4.9,4.88186,0.04882,,,2018-02-27T14:38:18.673+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
143,18017547,GDO_q35,COUNTRY,CHE,YEAR,2015,,,,,,,,,5.0,4.99544,0.04995,,,2018-02-27T14:38:18.693+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
144,18017548,GDO_q35,COUNTRY,TJK,YEAR,2015,,,,,,,,,3.8,3.80723,0.03807,,,2018-02-27T14:38:18.72+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
145,18017549,GDO_q35,COUNTRY,MKD,YEAR,2015,,,,,,,,,5.0,4.95301,0.04953,,,2018-02-27T14:38:18.743+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
146,18017550,GDO_q35,COUNTRY,TUR,YEAR,2015,,,,,,,,,4.4,4.38664,0.04387,,,2018-02-27T14:38:18.77+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
147,18017551,GDO_q35,COUNTRY,TKM,YEAR,2015,,,,,,,,,4.2,4.2337,0.04234,,,2018-02-27T14:38:18.8+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
148,18017552,GDO_q35,COUNTRY,UKR,YEAR,2015,,,,,,,,,6.3,6.31443,0.06314,,,2018-02-27T14:38:18.82+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
149,18017553,GDO_q35,COUNTRY,GBR,YEAR,2015,,,,,,,,,4.5,4.45546,0.04455,,,2018-02-27T14:38:18.84+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
150,18017554,GDO_q35,COUNTRY,UZB,YEAR,2015,,,,,,,,,4.2,4.23486,0.04235,,,2018-02-27T14:38:18.867+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
151,18017555,GDO_q35,COUNTRY,BGD,YEAR,2015,,,,,,,,,4.1,4.07197,0.04072,,,2018-02-27T14:38:18.89+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
152,18017556,GDO_q35,COUNTRY,BTN,YEAR,2015,,,,,,,,,4.2,4.15376,0.04154,,,2018-02-27T14:38:18.91+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
153,18017557,GDO_q35,COUNTRY,PRK,YEAR,2015,,,,,,,,,3.7,3.69434,0.03694,,,2018-02-27T14:38:18.93+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
154,18017558,GDO_q35,COUNTRY,IND,YEAR,2015,,,,,,,,,4.5,4.4544,0.04454,,,2018-02-27T14:38:18.953+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
155,18017559,GDO_q35,COUNTRY,IDN,YEAR,2015,,,,,,,,,3.7,3.70884,0.03709,,,2018-02-27T14:38:18.98+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
156,18017560,GDO_q35,COUNTRY,MDV,YEAR,2015,,,,,,,,,3.7,3.68522,0.03685,,,2018-02-27T14:38:19.01+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
157,18017561,GDO_q35,COUNTRY,MMR,YEAR,2015,,,,,,,,,3.7,3.68631,0.03686,,,2018-02-27T14:38:19.033+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
158,18017562,GDO_q35,COUNTRY,NPL,YEAR,2015,,,,,,,,,3.2,3.23315,0.03233,,,2018-02-27T14:38:19.06+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
159,18017563,GDO_q35,COUNTRY,LKA,YEAR,2015,,,,,,,,,4.1,4.05868,0.04059,,,2018-02-27T14:38:19.083+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
160,18017564,GDO_q35,COUNTRY,THA,YEAR,2015,,,,,,,,,4.4,4.39177,0.04392,,,2018-02-27T14:38:19.11+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
161,18017565,GDO_q35,COUNTRY,TLS,YEAR,2015,,,,,,,,,3.0,2.98918,0.02989,,,2018-02-27T14:38:19.133+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
162,18017566,GDO_q35,COUNTRY,AUS,YEAR,2015,,,,,,,,,5.9,5.94026,0.0594,,,2018-02-27T14:38:19.157+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
163,18017567,GDO_q35,COUNTRY,BRN,YEAR,2015,,,,,,,,,4.0,4.03097,0.04031,,,2018-02-27T14:38:19.183+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
164,18017568,GDO_q35,COUNTRY,KHM,YEAR,2015,,,,,,,,,3.4,3.39658,0.03397,,,2018-02-27T14:38:19.207+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
165,18017569,GDO_q35,COUNTRY,CHN,YEAR,2015,,,,,,,,,4.2,4.17218,0.04172,,,2018-02-27T14:38:19.233+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
166,18017570,GDO_q35,COUNTRY,FJI,YEAR,2015,,,,,,,,,3.5,3.49839,0.03498,,,2018-02-27T14:38:19.26+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
167,18017571,GDO_q35,COUNTRY,JPN,YEAR,2015,,,,,,,,,4.2,4.24113,0.04241,,,2018-02-27T14:38:19.283+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
168,18017572,GDO_q35,COUNTRY,KIR,YEAR,2015,,,,,,,,,3.1,3.1418,0.03142,,,2018-02-27T14:38:19.31+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
169,18017573,GDO_q35,COUNTRY,LAO,YEAR,2015,,,,,,,,,3.2,3.21059,0.03211,,,2018-02-27T14:38:19.34+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
170,18017574,GDO_q35,COUNTRY,MYS,YEAR,2015,,,,,,,,,3.8,3.81396,0.03814,,,2018-02-27T14:38:19.367+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
171,18017575,GDO_q35,COUNTRY,FSM,YEAR,2015,,,,,,,,,3.1,3.14832,0.03148,,,2018-02-27T14:38:19.39+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
172,18017576,GDO_q35,COUNTRY,MNG,YEAR,2015,,,,,,,,,4.2,4.24658,0.04247,,,2018-02-27T14:38:19.413+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
173,18017577,GDO_q35,COUNTRY,NZL,YEAR,2015,,,,,,,,,5.4,5.3526,0.05353,,,2018-02-27T14:38:19.437+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
174,18017578,GDO_q35,COUNTRY,PNG,YEAR,2015,,,,,,,,,3.0,2.98459,0.02985,,,2018-02-27T14:38:19.46+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
175,18017579,GDO_q35,COUNTRY,PHL,YEAR,2015,,,,,,,,,3.3,3.3429,0.03343,,,2018-02-27T14:38:19.483+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
176,18017580,GDO_q35,COUNTRY,KOR,YEAR,2015,,,,,,,,,4.1,4.10342,0.04103,,,2018-02-27T14:38:19.517+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
177,18017581,GDO_q35,COUNTRY,WSM,YEAR,2015,,,,,,,,,3.2,3.17485,0.03175,,,2018-02-27T14:38:19.57+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
178,18017582,GDO_q35,COUNTRY,SGP,YEAR,2015,,,,,,,,,4.6,4.56847,0.04568,,,2018-02-27T14:38:19.603+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
179,18017583,GDO_q35,COUNTRY,SLB,YEAR,2015,,,,,,,,,2.9,2.90313,0.02903,,,2018-02-27T14:38:19.637+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
180,18017584,GDO_q35,COUNTRY,TON,YEAR,2015,,,,,,,,,3.2,3.18038,0.0318,,,2018-02-27T14:38:19.66+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
181,18017585,GDO_q35,COUNTRY,VUT,YEAR,2015,,,,,,,,,3.1,3.0919,0.03092,,,2018-02-27T14:38:19.693+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
182,18017586,GDO_q35,COUNTRY,VNM,YEAR,2015,,,,,,,,,4.0,4.0081,0.04008,,,2018-02-27T14:38:19.72+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
